gender,age,marital_status,qualification,smoke,smoke_numerical
Female,35,Married,GCSE/CSE,No,0
Female,53,Married,No Qualification,No,0
Female,74,Divorced,No Qualification,No,0
Male,46,Married,No Qualification,Yes,1
Female,22,Single,GCSE/CSE,No,0
Male,27,Married,A Levels,No,0
Female,71,Married,GCSE/O Level,No,0
Male,78,Widowed,Other/Sub Degree,No,0
Female,38,Married,GCSE/O Level,No,0
Female,31,Married,A Levels,No,0
Female,54,Married,Degree,No,0
Female,31,Single,GCSE/CSE,No,0
Male,53,Married,ONC/BTEC,No,0
Female,36,Single,GCSE/O Level,Yes,1
Male,41,Married,Other/Sub Degree,No,0
Male,78,Widowed,No Qualification,Yes,1
Female,54,Divorced,GCSE/O Level,Yes,1
Female,72,Divorced,No Qualification,No,0
Male,28,Married,Other/Sub Degree,Yes,1
Female,41,Separated,GCSE/O Level,Yes,1
Female,78,Married,No Qualification,No,0
Male,71,Widowed,No Qualification,No,0
Female,57,Married,Other/Sub Degree,No,0
Male,31,Married,GCSE/O Level,Yes,1
Female,64,Widowed,No Qualification,No,0
Male,65,Married,No Qualification,No,0
Male,61,Married,No Qualification,No,0
Male,33,Married,GCSE/CSE,No,0
Female,60,Married,ONC/BTEC,Yes,1
Male,40,Married,Higher/Sub Degree,No,0
Female,68,Married,Other/Sub Degree,No,0
Female,36,Married,No Qualification,No,0
Female,35,Married,GCSE/O Level,No,0
Male,22,Single,GCSE/CSE,Yes,1
Female,43,Married,GCSE/CSE,No,0
Male,84,Widowed,No Qualification,No,0
Female,24,Single,No Qualification,No,0
Male,68,Married,No Qualification,Yes,1
Male,35,Single,Other/Sub Degree,Yes,1
Female,51,Divorced,Other/Sub Degree,Yes,1
Male,45,Married,ONC/BTEC,No,0
Female,45,Single,No Qualification,Yes,1
Male,71,Married,No Qualification,No,0
Female,47,Married,No Qualification,Yes,1
Female,39,Married,Higher/Sub Degree,No,0
Male,62,Married,Higher/Sub Degree,No,0
Female,37,Single,Degree,No,0
Female,71,Married,No Qualification,No,0
Male,49,Divorced,Degree,No,0
Female,22,Single,GCSE/CSE,Yes,1
Male,61,Married,No Qualification,No,0
Male,34,Single,GCSE/O Level,Yes,1
Female,40,Separated,Degree,No,0
Female,27,Separated,No Qualification,Yes,1
Male,28,Single,ONC/BTEC,Yes,1
Female,28,Single,A Levels,No,0
Male,36,Married,GCSE/CSE,Yes,1
Female,34,Single,GCSE/O Level,Yes,1
Male,19,Single,A Levels,No,0
Female,31,Divorced,GCSE/O Level,Yes,1
Male,49,Divorced,No Qualification,Yes,1
Male,42,Divorced,A Levels,Yes,1
Female,38,Married,No Qualification,No,0
Male,16,Single,No Qualification,Yes,1
Male,73,Married,No Qualification,No,0
Male,36,Married,GCSE/O Level,No,0
Female,81,Married,No Qualification,No,0
Female,97,Widowed,No Qualification,No,0
Male,38,Married,No Qualification,No,0
Female,46,Married,Other/Sub Degree,Yes,1
Male,79,Married,No Qualification,No,0
Female,76,Widowed,No Qualification,Yes,1
Female,54,Widowed,No Qualification,No,0
Male,59,Married,Degree,No,0
Male,52,Separated,Degree,No,0
Male,58,Divorced,No Qualification,Yes,1
Male,69,Divorced,Degree,No,0
Male,67,Widowed,Degree,No,0
Female,76,Married,Other/Sub Degree,No,0
Male,33,Married,No Qualification,No,0
Male,61,Separated,No Qualification,Yes,1
Female,82,Widowed,No Qualification,No,0
Male,62,Married,No Qualification,No,0
Male,66,Divorced,No Qualification,No,0
Female,69,Widowed,No Qualification,No,0
Female,25,Married,No Qualification,No,0
Male,29,Single,Degree,No,0
Male,28,Married,Degree,No,0
Female,52,Single,Degree,No,0
Female,81,Widowed,No Qualification,No,0
Female,44,Married,GCSE/O Level,Yes,1
Female,62,Married,GCSE/O Level,No,0
Male,45,Married,No Qualification,No,0
Female,71,Widowed,No Qualification,No,0
Female,72,Married,No Qualification,No,0
Female,69,Widowed,No Qualification,Yes,1
Female,72,Widowed,No Qualification,Yes,1
Male,61,Married,No Qualification,No,0
Female,29,Married,A Levels,Yes,1
Female,37,Single,Higher/Sub Degree,Yes,1
Male,29,Single,GCSE/O Level,Yes,1
Male,57,Married,No Qualification,No,0
Male,60,Married,GCSE/O Level,No,0
Male,38,Married,Higher/Sub Degree,No,0
Male,74,Married,No Qualification,No,0
Male,38,Married,Higher/Sub Degree,No,0
Female,51,Divorced,GCSE/O Level,No,0
Male,68,Married,No Qualification,Yes,1
Male,67,Married,Higher/Sub Degree,No,0
Male,32,Single,GCSE/O Level,No,0
Female,25,Married,ONC/BTEC,No,0
Male,53,Married,No Qualification,No,0
Female,52,Divorced,No Qualification,Yes,1
Female,21,Single,No Qualification,No,0
Female,71,Divorced,No Qualification,No,0
Female,30,Married,GCSE/O Level,No,0
Male,23,Single,GCSE/O Level,No,0
Female,28,Single,Higher/Sub Degree,Yes,1
Female,37,Married,GCSE/O Level,No,0
Female,84,Widowed,No Qualification,No,0
Female,61,Married,No Qualification,No,0
Female,18,Single,GCSE/O Level,No,0
Female,55,Married,GCSE/O Level,No,0
Male,52,Single,Higher/Sub Degree,No,0
Female,46,Married,No Qualification,Yes,1
Female,46,Married,Other/Sub Degree,No,0
Male,23,Single,No Qualification,No,0
Male,58,Married,Degree,No,0
Male,16,Single,GCSE/O Level,No,0
Male,71,Married,No Qualification,No,0
Female,47,Married,No Qualification,Yes,1
Male,34,Married,Degree,No,0
Female,55,Single,No Qualification,No,0
Female,78,Widowed,Other/Sub Degree,No,0
Male,35,Single,No Qualification,Yes,1
Male,68,Married,No Qualification,No,0
Male,76,Single,No Qualification,No,0
Male,28,Single,GCSE/CSE,No,0
Female,36,Divorced,GCSE/CSE,Yes,1
Female,57,Divorced,ONC/BTEC,No,0
Female,29,Single,Higher/Sub Degree,Yes,1
Female,27,Single,GCSE/O Level,Yes,1
Female,64,Widowed,No Qualification,No,0
Female,89,Single,No Qualification,No,0
Female,26,Single,GCSE/CSE,Yes,1
Male,27,Single,Higher/Sub Degree,No,0
Male,66,Single,Higher/Sub Degree,No,0
Female,84,Widowed,No Qualification,No,0
Male,41,Single,Higher/Sub Degree,Yes,1
Male,27,Single,Degree,No,0
Female,40,Divorced,GCSE/O Level,No,0
Female,79,Widowed,No Qualification,No,0
Male,49,Married,No Qualification,Yes,1
Female,79,Widowed,No Qualification,No,0
Female,54,Married,No Qualification,No,0
Male,25,Single,GCSE/O Level,Yes,1
Female,45,Single,Degree,Yes,1
Female,24,Single,Degree,Yes,1
Female,54,Divorced,No Qualification,Yes,1
Female,78,Widowed,No Qualification,No,0
Male,50,Married,No Qualification,Yes,1
Female,42,Married,Degree,No,0
Female,32,Single,A Levels,Yes,1
Male,75,Single,No Qualification,No,0
Female,25,Single,GCSE/O Level,Yes,1
Male,50,Separated,Higher/Sub Degree,No,0
Male,24,Single,Higher/Sub Degree,Yes,1
Male,35,Single,Higher/Sub Degree,No,0
Female,52,Married,No Qualification,No,0
Female,42,Married,Degree,No,0
Male,44,Separated,GCSE/O Level,No,0
Male,67,Widowed,No Qualification,Yes,1
Female,69,Widowed,No Qualification,No,0
Female,91,Single,No Qualification,No,0
Male,61,Divorced,No Qualification,No,0
Female,50,Single,Degree,No,0
Male,37,Single,Higher/Sub Degree,No,0
Female,35,Single,Higher/Sub Degree,Yes,1
Male,24,Single,Higher/Sub Degree,Yes,1
Female,39,Single,No Qualification,No,0
Female,79,Divorced,No Qualification,No,0
Male,40,Married,Degree,No,0
Male,60,Married,Degree,No,0
Male,42,Married,No Qualification,No,0
Male,64,Widowed,Other/Sub Degree,No,0
Female,55,Married,GCSE/O Level,Yes,1
Male,54,Married,Other/Sub Degree,No,0
Female,61,Married,Higher/Sub Degree,No,0
Female,62,Divorced,Higher/Sub Degree,No,0
Female,59,Divorced,Degree,No,0
Female,79,Widowed,GCSE/CSE,No,0
Female,37,Married,Degree,No,0
Female,55,Married,Other/Sub Degree,Yes,1
Female,88,Widowed,Higher/Sub Degree,No,0
Female,39,Divorced,Degree,No,0
Male,34,Single,Degree,No,0
Male,42,Married,Degree,No,0
Female,45,Married,Degree,No,0
Male,59,Married,ONC/BTEC,No,0
Male,58,Married,GCSE/O Level,Yes,1
Male,74,Widowed,Higher/Sub Degree,No,0
Male,45,Married,GCSE/O Level,No,0
Male,64,Married,No Qualification,No,0
Male,53,Single,Higher/Sub Degree,No,0
Male,40,Married,GCSE/O Level,No,0
Male,30,Married,ONC/BTEC,Yes,1
Male,70,Married,No Qualification,No,0
Female,28,Separated,ONC/BTEC,No,0
Female,78,Widowed,No Qualification,No,0
Male,41,Married,A Levels,Yes,1
Female,69,Divorced,No Qualification,No,0
Male,54,Married,GCSE/O Level,No,0
Male,59,Married,ONC/BTEC,Yes,1
Female,23,Single,GCSE/O Level,Yes,1
Male,40,Married,No Qualification,Yes,1
Male,17,Single,GCSE/O Level,Yes,1
Male,54,Single,No Qualification,No,0
Female,49,Divorced,No Qualification,No,0
Male,55,Married,Higher/Sub Degree,Yes,1
Male,51,Widowed,ONC/BTEC,Yes,1
Female,73,Married,No Qualification,No,0
Female,41,Married,No Qualification,No,0
Female,70,Married,GCSE/O Level,No,0
Female,44,Separated,No Qualification,Yes,1
Male,51,Divorced,No Qualification,No,0
Male,68,Married,Degree,Yes,1
Female,75,Separated,No Qualification,No,0
Male,60,Married,No Qualification,Yes,1
Male,56,Married,No Qualification,No,0
Male,64,Widowed,No Qualification,No,0
Female,27,Single,Degree,No,0
Female,73,Widowed,No Qualification,Yes,1
Male,34,Single,GCSE/O Level,Yes,1
Male,47,Married,GCSE/O Level,Yes,1
Male,32,Single,A Levels,No,0
Male,63,Married,No Qualification,No,0
Female,23,Single,Degree,No,0
Female,63,Married,No Qualification,No,0
Female,46,Divorced,A Levels,No,0
Male,48,Single,A Levels,No,0
Male,68,Married,No Qualification,No,0
Male,52,Separated,No Qualification,Yes,1
Female,29,Separated,No Qualification,Yes,1
Female,16,Single,No Qualification,No,0
Male,41,Divorced,A Levels,No,0
Female,48,Widowed,No Qualification,Yes,1
Male,24,Single,A Levels,No,0
Male,72,Widowed,No Qualification,Yes,1
Male,45,Married,GCSE/O Level,No,0
Female,28,Married,Degree,No,0
Male,20,Single,A Levels,No,0
Female,69,Widowed,No Qualification,No,0
Female,70,Married,No Qualification,No,0
Male,50,Married,GCSE/CSE,Yes,1
Male,63,Married,A Levels,Yes,1
Male,44,Married,GCSE/O Level,No,0
Female,83,Widowed,No Qualification,No,0
Female,17,Single,GCSE/CSE,Yes,1
Female,61,Married,Other/Sub Degree,No,0
Female,47,Married,GCSE/O Level,Yes,1
Male,57,Married,Degree,No,0
Female,44,Married,GCSE/O Level,Yes,1
Male,52,Single,GCSE/CSE,Yes,1
Male,82,Married,No Qualification,No,0
Male,63,Married,A Levels,No,0
Female,72,Separated,No Qualification,No,0
Male,39,Married,Higher/Sub Degree,No,0
Male,16,Single,No Qualification,No,0
Female,35,Divorced,Degree,No,0
Female,39,Married,Degree,No,0
Male,56,Separated,No Qualification,Yes,1
Female,31,Single,Other/Sub Degree,Yes,1
Male,61,Married,No Qualification,No,0
Male,23,Separated,GCSE/O Level,Yes,1
Male,34,Single,No Qualification,Yes,1
Male,24,Single,Degree,No,0
Male,82,Single,Other/Sub Degree,No,0
Male,27,Married,A Levels,No,0
Female,62,Divorced,GCSE/CSE,Yes,1
Male,39,Married,Higher/Sub Degree,No,0
Male,44,Separated,No Qualification,No,0
Female,43,Single,No Qualification,Yes,1
Male,31,Single,GCSE/O Level,Yes,1
Male,77,Divorced,Other/Sub Degree,Yes,1
Female,20,Single,GCSE/O Level,No,0
Female,81,Widowed,Other/Sub Degree,No,0
Female,31,Single,GCSE/O Level,Yes,1
Female,78,Married,Other/Sub Degree,No,0
Male,35,Married,A Levels,No,0
Female,67,Widowed,No Qualification,No,0
Male,65,Divorced,Other/Sub Degree,No,0
Male,61,Married,Higher/Sub Degree,No,0
Male,24,Single,No Qualification,Yes,1
Male,53,Single,No Qualification,No,0
Female,63,Married,No Qualification,No,0
Male,35,Married,No Qualification,Yes,1
Male,78,Widowed,No Qualification,No,0
Female,31,Single,Other/Sub Degree,No,0
Male,22,Single,No Qualification,No,0
Female,49,Divorced,Other/Sub Degree,Yes,1
Male,45,Married,Other/Sub Degree,No,0
Female,51,Married,No Qualification,Yes,1
Male,31,Married,Degree,No,0
